ClassName,layer
com.itextpdf.text.pdf.hyphenation.TernaryTree$Iterator$Item,1
com.itextpdf.text.pdf.PdfAcroForm,3
com.itextpdf.text.pdf.interfaces.PdfPageActions,3
com.itextpdf.text.pdf.AcroFields$InstHit,3
com.itextpdf.text.pdf.PdfPCellEvent,3
com.itextpdf.text.xml.xmp.LangAlt,0
com.itextpdf.text.pdf.PdfGraphics2D,3
com.itextpdf.text.pdf.codec.TiffWriter$FieldAscii,2
com.itextpdf.text.pdf.richmedia.RichMediaAnnotation,8
com.itextpdf.text.pdf.PatternColor,3
com.itextpdf.text.html.HtmlEncoder,4
com.itextpdf.text.pdf.BarcodePDF417$Segment,4
com.itextpdf.text.pdf.fonts.cmaps.CMapParser$Operator,5
com.itextpdf.text.pdf.CFFFont$OffsetItem,3
com.itextpdf.text.pdf.PdfReader$1,3
com.itextpdf.text.xml.simpleparser.NewLineHandler,0
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$Do,10
com.itextpdf.text.pdf.richmedia.RichMediaPresentation,6
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$IgnoreOperatorContentOperator,10
com.itextpdf.text.pdf.GrayColor,3
com.itextpdf.text.pdf.TrueTypeFont,3
com.itextpdf.text.FontFactory,3
com.itextpdf.text.pdf.parser.InlineImageUtils$InlineImageParseException,6
com.itextpdf.text.pdf.TrueTypeFont$HorizontalHeader,3
com.itextpdf.text.pdf.DocumentFont,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ProcessGraphicsStateResource,10
com.itextpdf.text.pdf.CFFFont$DictNumberItem,3
com.itextpdf.text.pdf.HyphenationAuto,7
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$ResourceDictionary,10
com.itextpdf.text.pdf.hyphenation.PatternConsumer,0
com.itextpdf.text.pdf.CFFFont$RangeItem,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLineWithLeading,10
com.itextpdf.text.pdf.LZWDecoder,3
com.itextpdf.text.pdf.PdfStamper,5
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$TextMoveStartNextLine,10
com.itextpdf.text.pdf.parser.MarkedContentRenderFilter,10
com.itextpdf.text.Header,3
com.itextpdf.text.SpecialSymbol,3
com.itextpdf.text.pdf.BidiLine,3
com.itextpdf.text.Jpeg2000,3
com.itextpdf.text.pdf.PdfMediaClipData,3
com.itextpdf.text.pdf.PdfLine,3
com.itextpdf.text.pdf.PRAcroForm,3
com.itextpdf.text.ImgCCITT,3
com.itextpdf.text.pdf.codec.Base64,3
com.itextpdf.text.pdf.AcroFields,3
com.itextpdf.text.pdf.BarcodeEAN,5
com.itextpdf.text.pdf.PRStream,3
com.itextpdf.text.pdf.PdfContents,3
com.itextpdf.text.pdf.PdfXConformanceException,0
com.itextpdf.text.pdf.qrcode.ErrorCorrectionLevel,0
com.itextpdf.text.pdf.TSAClientBouncyCastle,4
com.itextpdf.text.pdf.richmedia.RichMediaExecuteAction,5
com.itextpdf.text.ZapfDingbatsNumberList,4
com.itextpdf.text.pdf.ExtendedColor,3
com.itextpdf.text.pdf.parser.PdfContentStreamProcessor$SetTextRenderMode,10
com.itextpdf.text.pdf.PdfWriter$PdfBody$PdfCrossReference,3
com.itextpdf.text.pdf.PdfContentByte,3
com.itextpdf.text.pdf.codec.wmf.MetaState,3

